symbol,tb_id,bo_id,bo_idx,tb_end,first_bo_idx,burst_count,bo_drought,bo_vol_ratio,atr,m2_depth_rel,m2_depth_atr,m1_burst_runup,entry_idx,entry_date,c0_atr_pct,label,v_median20,v_median10,v_wilder20,tr_median_raw_20,tr_median_raw_10,atr_wilder_raw_20,c_close_t
AMC,tb_173_174#1,bo_170#0,170,174,166,3,2.0,7.5887999509582675,0.1570833197960276,0.18627451094972405,4.838196642712386,0.38275865414196364,173,2025-05-30,0.06881916208254539,0.02887376364885008,0.0481101794224206,0.0817234936062857,0.05964964617735152,0.13499987125396729,0.2849999666213989,0.2123527369781913,3.559999942779541
AMPG,tb_207#0,bo_204#0,204,207,204,1,40.0,4.1029495059682395,0.13619455078129072,0.08317151346960847,1.8870062569179265,0.1092436882190373,207,2025-07-21,0.06119892905891687,0.532423095159688,0.0648706091673668,0.07499237126468801,0.057525565834182606,0.13949990272521973,0.1979999542236328,0.16854991173440087,2.930000066757202
AMTD,tb_249_252#2,bo_246#0,246,252,244,3,1.0,3.6438112199465715,0.07454850678800198,0.10071941520553097,1.8779716955701276,0.09649124182932711,249,2025-09-18,0.06753450868931031,0.2476862113554551,0.0631973439850897,0.08883432423123144,0.061434537913605126,0.0700000524520874,0.11250001192092896,0.08047924115151026,1.309999942779541
AMTD,tb_249_252#3,bo_247#0,247,252,244,4,1.0,0.8450460829493087,0.0842236161707856,0.10007203193126679,1.6503691540894423,0.14912277124374929,249,2025-09-18,0.06753450868931031,0.2476862113554551,0.0631973439850897,0.08883432423123144,0.061434537913605126,0.0700000524520874,0.11250001192092896,0.08047924115151026,1.309999942779541
ANIX,tb_182#0,bo_179#0,179,182,174,2,5.0,33.780651530108585,0.17872680222767187,0.08011048923230532,1.6225879847814302,0.3229572699160925,182,2025-06-12,0.06579828829989792,0.05555557027275215,0.05667378146911687,0.070672279266633,0.06032797481995222,0.15999996662139893,0.20000004768371582,0.21718070359850397,3.5999999046325684
ANIX,tb_188#0,bo_184#0,184,188,174,3,5.0,2.3142532400902964,0.23469435896160304,0.12631579607807705,2.0452132773758587,0.4591440067736854,188,2025-06-23,0.07543989913944818,0.00859598031741915,0.070672279266633,0.08317717473506506,0.06765424154821356,0.20000004768371582,0.28999996185302734,0.23611330364846647,3.490000009536743
ANIX,tb_266_269#1,bo_263#0,263,269,262,2,1.0,5.857565948970633,0.2044842946983198,0.11847392576871081,2.8853079081615087,0.36615386376014114,266,2025-10-13,0.07036742736395514,0.23283006796415895,0.054997360090340536,0.0704277222470476,0.05932102150144218,0.18500006198883057,0.2849999666213989,0.26813101605505996,4.519999980926514
ANVS,tb_296#0,bo_291#0,291,296,288,2,3.0,69.92178829651496,0.1916832310571326,0.14732144710284706,3.443181138959258,0.4360190151820664,296,2025-11-24,0.09848974396235556,0.3447432261145398,0.091395413772039,0.1472404143152063,0.08312695239771041,0.20500004291534424,0.48500001430511475,0.3399892479908019,4.090000152587891
ANVS,tb_296#1,bo_292#0,292,296,288,3,1.0,5.396760180608162,0.2965630063981009,0.14732144710284706,2.225497016120467,0.597156423273677,296,2025-11-24,0.09848974396235556,0.3447432261145398,0.091395413772039,0.1472404143152063,0.08312695239771041,0.20500004291534424,0.48500001430511475,0.3399892479908019,4.090000152587891
ANVS,tb_296#2,bo_294#0,294,296,288,4,2.0,2.4329682225847433,0.34285279472738023,0.14732144710284706,1.9250246635891892,0.8388627049029822,296,2025-11-24,0.09848974396235556,0.3447432261145398,0.091395413772039,0.1472404143152063,0.08312695239771041,0.20500004291534424,0.48500001430511475,0.3399892479908019,4.090000152587891
ANVS,tb_299#0,bo_296#0,296,299,288,5,2.0,2.1300698843634884,0.373276125860242,0.10909089175137607,1.607388908813348,0.9383887942810272,299,2025-11-28,0.09030920012409213,0.0,0.13346487122109285,0.1472404143152063,0.07662760041383275,0.35000014305114746,0.6399998664855957,0.3908007548027696,5.099999904632568
ANY,tb_271#0,bo_269#0,269,271,259,3,6.0,6.380552824250576,0.7767400606303614,0.3158730456678286,5.123979948556645,0.4189189006326146,271,2025-10-20,0.1196665829205224,0.018099529937821268,0.08539711120232263,0.11751434943844236,0.1012246356939349,0.7599997520446777,1.0850000381469727,0.8948257949800382,8.84000015258789
AP,tb_163_164#1,bo_160#0,160,164,155,3,2.0,5.133191100274307,0.15411289869526337,0.2980768789906457,6.034535955212725,0.3302324503418479,163,2025-05-15,0.08958795016375552,0.6108455576538537,0.07276484228285024,0.07276484228285024,0.08088206117881216,0.15499991178512573,0.15999996662139893,0.18279345749276404,2.259999990463257
APCX,tb_293#0,bo_289#0,289,293,282,4,5.0,3.8241864840236337,0.049292818903160895,0.12087914667109152,1.3389377197760763,1.7607360807844046,293,2025-11-19,0.1089743091611474,0.0,0.17520108578989865,0.16349863035065598,0.09598770924770697,0.0429999977350235,0.0625,0.04895373080092043,0.5099999904632568
APCX,tb_293#1,bo_290#0,290,293,282,5,1.0,3.4476637363258615,0.055700474593612874,0.12087914667109152,1.1849093751007553,2.190183883068853,293,2025-11-19,0.1089743091611474,0.0,0.17520108578989865,0.16349863035065598,0.09598770924770697,0.0429999977350235,0.0625,0.04895373080092043,0.5099999904632568
APYX,tb_263_266#1,bo_261#0,261,266,260,2,1.0,3.845274503953454,0.16311080940449982,0.07872693579718909,1.4407377166098603,0.38277522659747576,263,2025-10-08,0.06869920550377905,0.5017344438041507,0.05514728119681547,0.07318678363041256,0.065321454358813,0.13749992847442627,0.16500002145767212,0.1874725665343461,2.869999885559082
ARBB,tb_259_271#0,bo_251#0,251,271,250,2,1.0,118.93726293894531,0.36272817498092275,0.5154787723019205,19.73930016499501,1.145263069554379,259,2025-10-02,0.19503342775425497,0.21227538951760777,0.10119657323010833,0.2220820622252918,0.1383434826859382,0.5909998416900635,1.7999999523162842,1.0790791913372433,7.800000190734863
ARRY,tb_166#1,bo_161#0,161,166,160,2,1.0,3.4035724138991363,0.4945205000155305,0.16685457025574707,2.9927981125696643,0.3865546662965236,166,2025-05-20,0.08666158938425297,0.06779654483922948,0.08877780724360412,0.09706799173545208,0.07673138307602598,0.557499885559082,0.6949999332427979,0.5885297140472592,7.670000076293945
ARSMF,tb_267#0,bo_262#0,262,267,257,2,5.0,8.12015162200282,0.021063600406610875,0.39839575857187276,14.147630600540982,0.46788991076528275,267,2025-10-14,0.11833215836201717,0.014754103486559034,0.12128783835449788,0.24426089808683898,0.10411027143538157,0.02699999511241913,0.10950001329183578,0.06350726706489214,0.6100000143051147
ASLE,tb_230_233#0,bo_227#0,227,233,220,3,6.0,2.0006977110575948,0.35936083362065663,0.03090515161999891,0.7791630596590784,0.43344158156361723,230,2025-08-21,0.04138933307959812,0.020066623916005055,0.037835056161295025,0.04191096885375611,0.0375487773050107,0.28750038146972656,0.3575005531311035,0.3323066934730665,8.850000381469727
ASTI,tb_316_317#1,bo_310#0,310,317,307,2,3.0,8.04212855521183,0.35215380106558763,0.47297296687753826,9.938839193015369,0.9857144122221089,316,2025-12-23,0.16698203924266541,1.062300844224572,0.20478519735436534,0.3213102986911579,0.13495156065609407,0.534000039100647,1.040000081062317,0.6828548891978458,5.059999942779541
ATHE,tb_217_227#1,bo_211#0,211,227,206,3,1.0,3.923728200303929,0.425169181043299,0.2728571210588728,4.492329012947898,0.4208242952352177,217,2025-08-04,0.1007487757825833,0.06172446941641529,0.06783308158495582,0.07671978360221816,0.08794097099254322,0.3349999189376831,0.39999985694885254,0.45817246222583197,5.210000038146973
ATXG,tb_253#1,bo_251#0,251,253,243,3,1.0,9.50693976523048,1.1326572991539436,0.29230768252641726,5.032413434781061,0.8151260971127872,253,2025-09-24,0.11498420207330191,0.14705875936447388,0.12458931822191466,0.1392583127128804,0.10159231062061146,1.1475000381469727,1.7325000762939453,1.5543623718725508,15.300000190734863
AUST,tb_240_244#0,bo_238#0,238,244,233,2,5.0,6.433697749196141,0.08984000725870607,0.08172046690817443,1.691897343468829,0.2857142735500724,240,2025-09-05,0.05986286461185238,0.6247112729729036,0.06532825791716403,0.07493570740662683,0.05568050989794687,0.0899999737739563,0.12100005149841309,0.09966811059328201,1.7899999618530273
AUST,tb_246#0,bo_241#0,241,246,233,3,3.0,3.0164718384697133,0.10599144772486402,0.1159568759630707,2.1322470464717846,0.3357143118673447,246,2025-09-15,0.06102923213164798,0.6333334083910362,0.07030545100354882,0.08288604829814433,0.05822848380173564,0.11500000953674316,0.14000004529953003,0.10481126806657368,1.7999999523162842
AVAH,tb_225#1,bo_221#0,221,225,220,2,1.0,3.2853087473725737,0.3340498863795501,0.07550884130633473,1.7212992211942184,0.578406092777431,225,2025-08-14,0.05658073987861152,0.2652777636124761,0.03887679717095799,0.06205794038239955,0.050212514337527756,0.15050005912780762,0.38700008392333984,0.36153009365292277,7.199999809265137
AVAH,tb_225#2,bo_222#0,222,225,220,3,1.0,2.634454142223494,0.3623320387148312,0.07550884130633473,1.5869416662810847,0.7557839947344431,225,2025-08-14,0.05658073987861152,0.2652777636124761,0.03887679717095799,0.06205794038239955,0.050212514337527756,0.15050005912780762,0.38700008392333984,0.36153009365292277,7.199999809265137
BABAF,tb_246_252#0,bo_244#0,244,252,236,3,7.0,3.761964754633354,1.1391806863033869,0.008631982328261333,0.15098648272198525,0.26344434240776016,246,2025-09-15,0.058440911903778925,0.17472725165551742,0.06912488031380604,0.06197393691301152,0.053157134756493495,1.1239995956420898,1.0624990463256836,1.059209098791316,19.926000595092773
BAIDF,tb_250_251#0,bo_248#0,248,251,241,2,7.0,25.554091022133797,0.5883190530901972,0.1425351962237291,4.300387212826352,0.35851323167820914,250,2025-09-19,0.04263437034637735,0.08447666408634136,0.053591476016918466,0.09317919441505167,0.03993896605203309,0.7024998664855957,1.2824997901916504,0.6773648276772658,16.959999084472656
BALY,tb_222#2,bo_219#0,219,222,217,3,1.0,3.0396839778204616,1.253046126828138,0.12439729759779829,2.058982401738763,0.4624999245628725,222,2025-10-28,0.07497610955687657,0.007194311592171543,0.0821564125372246,0.08625741897038162,0.06387846649912488,1.0425000190734863,1.4200000762939453,1.2430748995904872,19.459999084472656
BALY,tb_222#3,bo_220#0,220,222,217,4,1.0,4.021431628132915,1.353614210490107,0.12439729759779829,1.9060083025959862,0.49296877543674733,222,2025-10-28,0.07497610955687657,0.007194311592171543,0.0821564125372246,0.08625741897038162,0.06387846649912488,1.0425000190734863,1.4200000762939453,1.2430748995904872,19.459999084472656
BBBXF,tb_189_191#1,bo_182#0,182,191,172,4,1.0,3.093169304886442,0.08547023374365202,0.17346940140881048,1.9889967447518142,0.6666667287548398,189,2025-06-24,0.16081993262484148,0.07183370512709912,0.1584114340598649,0.23921870899117084,0.13191167880069302,0.10499995946884155,0.18500003218650818,0.11344404565560769,0.8600000143051147
BCHT,tb_191_192#0,bo_187#0,187,192,187,1,96.0,19.49763440860215,0.10434039975289806,0.054794532180301926,1.9168035406933621,0.20370368244553183,191,2025-06-26,0.05512396590155491,0.05041409880893111,0.039999961853027344,0.032467501504080634,0.04872042864328996,0.09999990463256836,0.09999990463256836,0.17052150025151486,3.5
BEAT,tb_314_316#1,bo_309#0,309,316,308,2,1.0,7.094542279393456,0.2880927979640302,0.3199999928474426,4.44301273907439,0.4838709826275913,314,2025-12-19,0.18193134291991203,0.018768406877121373,0.18500576521473877,0.33224501513482474,0.131374261436163,0.23400002717971802,0.8200000524520874,0.40726019792327933,3.0999999046325684
BEAT,tb_314_316#2,bo_310#0,310,316,308,3,1.0,2.8726900990141,0.321086169538028,0.3199999928474426,3.9864687203170646,0.6967743195802725,314,2025-12-19,0.18193134291991203,0.018768406877121373,0.18500576521473877,0.33224501513482474,0.131374261436163,0.23400002717971802,0.8200000524520874,0.40726019792327933,3.0999999046325684
BEEM,tb_212#0,bo_205#0,205,212,202,2,3.0,7.663308355896985,0.13690937534893638,0.24147061063344027,5.996668212747836,0.7256097246287194,212,2025-07-28,0.09881118284538196,0.2337165356445381,0.08650735158096129,0.11935334345809612,0.08602984643234615,0.18500006198883057,0.2760000228881836,0.2245378901635334,2.609999895095825
BELGF,tb_253_255#1,bo_249#0,249,255,240,4,2.0,2.4484478574150295,0.024090149371024955,0.03126663538298773,0.9713492728250325,0.15203494319665523,253,2025-09-24,0.038025563582402354,0.254689214187429,0.041716111268850484,0.03675074352063433,0.036611154575888746,0.027649998664855957,0.0252000093460083,0.02672614353870114,0.7300000190734863
BELGF,tb_258#0,bo_256#0,256,258,240,5,7.0,2.7523956354231562,0.028317115382476055,0.02240998812067641,0.6462521554790727,0.34544228479250605,258,2025-10-01,0.042544697151748787,0.14881620983462418,0.050086289622276445,0.05584893405955774,0.03965123431104991,0.03345000743865967,0.03999999165534973,0.03165358145469056,0.79830002784729
BGDE,tb_266_267#1,bo_259#0,259,267,255,3,1.0,42.85429894811019,1.1104330089597314,0.35772357944203853,7.9248366355560895,0.8666665818956163,266,2025-10-13,0.15306561199715188,1.1363636117336184,0.15333335210406762,0.22159094617803365,0.12271946146706432,1.4000000953674316,3.3000006675720215,2.1598625686340913,17.600000381469727
BHC,tb_234#1,bo_225#0,225,234,224,2,1.0,18.203896249070073,0.32825107278121496,0.17491364528032705,4.630600263422327,0.07285717555454796,234,2025-08-27,0.05240979596787926,0.06464921477644237,0.04446844146855753,0.04493823970560505,0.04767331758989717,0.29000020027160645,0.3400001525878906,0.34658501796925606,7.269999980926514
BHC,tb_234#2,bo_226#0,226,234,224,3,1.0,3.4869388579299034,0.3476617036277402,0.17491364528032705,4.372064821142623,0.19142859322684158,234,2025-08-27,0.05240979596787926,0.06464921477644237,0.04446844146855753,0.04493823970560505,0.04767331758989717,0.29000020027160645,0.3400001525878906,0.34658501796925606,7.269999980926514
BLND,tb_244_249#0,bo_240#0,240,249,240,1,205.0,3.355168179545115,0.21065780224768924,0.08584174301465479,1.8276096340792387,0.10410961767458926,244,2025-09-11,0.06434735143657327,0.040573022323388074,0.06445036923143693,0.07012751064040701,0.057867849293750176,0.23000001907348633,0.27250003814697266,0.25114647476480884,4.340000152587891
BLND,tb_244_249#1,bo_241#0,241,249,240,2,1.0,2.786419350048217,0.2370393823518582,0.08584174301465479,1.6242036452421504,0.1972602113368358,244,2025-09-11,0.06434735143657327,0.040573022323388074,0.06445036923143693,0.07012751064040701,0.057867849293750176,0.23000001907348633,0.27250003814697266,0.25114647476480884,4.340000152587891
BLZE,tb_233_238#0,bo_231#0,231,238,220,4,7.0,2.043736241113793,0.37275063713890855,0.04531326786229418,1.0167660338000402,0.5364486754310229,233,2025-08-26,0.04753740301438851,0.3098582526768627,0.05342295063050202,0.05246939892904462,0.043115924244381626,0.38249993324279785,0.4099998474121094,0.3501012999301529,8.119999885559082
BLZE,tb_238_240#0,bo_235#0,235,240,220,5,4.0,1.1380848461593802,0.3727444969808791,0.0670520172583086,1.5560254501511992,0.5700934146291683,238,2025-09-03,0.04752087516097981,0.2633824217307548,0.053305745960024076,0.04847124089962801,0.04334300917149247,0.4100000858306885,0.38499975204467773,0.36408126050649087,8.399999618530273
BRFH,tb_89_92#0,bo_84#0,84,92,84,1,,3.437044745057232,0.24272447227924948,0.11898734757885332,1.936352046403892,0.1855669917270395,89,2025-01-29,0.08634058157491623,0.2474541854512851,0.08699027153883707,0.08417681365109883,0.0816287916043316,0.2749999761581421,0.28999996185302734,0.2881496320278721,3.5299999713897705
BRFH,tb_252#1,bo_250#0,250,252,249,2,1.0,33.60063260157397,0.24678044934300467,0.3832236764710034,9.44159040924488,0.3883160971453268,252,2025-09-23,0.10313530080937212,0.020356275003996283,0.07019485171378807,0.0867827732796077,0.08694871171439436,0.2099999189376831,0.26999998092651367,0.34170844284202256,3.930000066757202
BRNS,tb_209#0,bo_204#0,204,209,204,1,139.0,2154.2556667647923,0.07644045668545198,0.3767123270893795,14.390285871371672,0.39215684670386297,209,2025-07-23,0.16768651524465902,0.015706853991273695,0.09740359631210933,0.11036709643554338,0.12834795517098158,0.0899999737739563,0.20500004291534424,0.24514459009249961,1.909999966621399
BRNS,tb_209#1,bo_207#0,207,209,204,2,3.0,2.8885010939591615,0.22460630098020426,0.3745704471577188,4.8529361314519335,0.9313726131845477,209,2025-07-23,0.16768651524465902,0.015706853991273695,0.09740359631210933,0.11036709643554338,0.12834795517098158,0.0899999737739563,0.20500004291534424,0.24514459009249961,1.909999966621399
BTBD,tb_226#0,bo_217#0,217,226,212,2,5.0,18686.302713987472,0.12669503541032162,0.7232142895156024,31.966524490874704,1.1653543632290213,226,2025-08-15,0.22123148081966404,1.8124999580904846,0.11005092636919128,0.14123761361945458,0.1837600661522968,0.17899996042251587,0.27950000762939453,0.2940161102248563,1.600000023841858
BTCY,tb_234_235#0,bo_232#0,232,235,224,3,6.0,1.2094267078507395,0.06906243578449858,0.27111620409816223,2.746789992038462,0.3056999444961548,234,2025-08-27,0.14961309926964284,0.29083705214376243,0.14676891154394822,0.15903669577286722,0.13725789732559446,0.0700949877500534,0.09224997460842133,0.08212139724719707,0.5982999801635742
BW-PA,tb_190_202#0,bo_184#0,184,202,177,3,5.0,0.663221904057141,0.8690380887050396,0.24948652108600938,3.230128405336469,1.038526081716597,190,2025-06-25,0.10626281265795857,0.44448936405585704,0.09619441135378054,0.05979850304520298,0.09773938412274598,0.7245501772825573,0.5986867439565495,0.880258188251491,9.006176948547363
